source,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,url
Lokwa CR Lindelwa Ntuli,,Who is messi ??messi is a player that stays in one team his whole life afraid to tase New challenges spends most time in toilets,,,,,,,,,
Pedro Bastonero,,Feliz Natal seu caralho! Espero que gostes da garrafinha do tinto que te mandei (Monte Velho). Olha que é Reserva. Abraço,,,,,,,,,
Marco Rodrigues,,Eu mandei belota,,,,,,,,,
Neide Isa,,Eu mandei o licor de cereja... 😂😂,,,,,,,,,
Orlando Bondo,,"Feliz natal melhor jogador do mundo, eu e a minha família precisamos de uma ajudinha tua, um cabaz de natal !  Obrigado! 😍",,,,,,,,,
Albano Filho da Luz,,😂😂😂😂😂,,,,,,,,,
Orlando Bondo,, você me persegue muito! 😂😂😂😂,,,,,,,,,
Albano Filho da Luz,,  😂😂😂😂 a minha presença te sufoca como os guarda-redes ficam quando vejam Cr7,,,,,,,,,
Orlando Bondo,, nunca que Never 😂😂😂😂😂😂,,,,,,,,,
Albano Filho da Luz,,meu garoto 😂😂😂😂,,,,,,,,,
Alasco Okéchy,,Moi j'aime cr7777777777777777777777777,,,,,,,,,
Artijon Aliu,,That moment when u realize ur dad is Ronaldo even babies smile 😂,,,,,,,,,
Andi Qehaja,,big daddy money,,,,,,,,,
Aruna Shrestha,,IloveyouRonaldo❤ Ill be there in 5 hours dont worry 😑 Lets celebrate toghether,,,,,,,,,
Aruna Shrestha,, khub haso aako xa hai😕😆,,,,,,,,,
Aalok Pokhrel,,How you be there ?,,,,,,,,,
Aruna Shrestha,,By flight✈,,,,,,,,,
Hussein Elmarey,,Like if Benzema better than Ronaldo,,,,,,,,,
Mohamed Atef,,في فاينل بكرة يخرب بيتك 😂😂💔,,,,,,,,,
Fadhil Abbas,,May be She will be pregnant again tonight Be careful 😉😉😉,,,,,,,,,
Artn Atalla,,And probably pregnant with twin,,,,,,,,,
Fadhil Abbas,, exactly mate He likes the double shooting 😅,,,,,,,,,
Mohammed Emad,,  نجمعله ونشتريله فلاش 😂😂,,,,,,,,,
Mûŝţȁfã Bóšš,,The face suggests it 😆,,,,,,,,,
Catarina Imhof,,"Cristiano, dá para explicar porque é que nunca vemos a Giorgina sorrir???  Bom, um feliz Natal para ti e família!",,,,,,,,,
Kelly SanFru,,Catarina Imhof  porquê ela assim se acha muito chic... 😂😂😂,,,,,,,,,
Catarina Imhof,,Kelly SanFru a sério???🙈🙈,,,,,,,,,
Kelly SanFru,,Catarina Imhof acho que sim... 😂😂😂 Imagina com tudo o dinheiro e sem sorriso nenhum nunca!!!  Não tem graça nenhuma... 😒,,,,,,,,,
Ciete Manjambolo,,FAMILIA LINDA QUE FAZ IMENSA DOR DE COTOVELO A MUITA GENTE,,,,,,,,,
Teresa Correia,,"Nao e a Mae Biologica desses 3 miudos, que serao sempre diferentes damn Alana queen e biologica do fulano com a Georgina",,,,,,,,,
Hugo José Oliveira,,Feliz Natal para ti e para toda a tua maravilhosa família. Que a vida te sorria hoje e sempre pois mereces isso é muito mais. Forte abraço  Feliz Natal 🎄,,,,,,,,,
Mini Segurola,,Bendiciones flia.hermosa,,,,,,,,,
Piero Manzoni,,Please for a real happy Christmas come to Polisportiva Esporlatu,,,,,,,,,
Giuseppe Massaiu,, Galu ? 😂,,,,,,,,,
Piero Manzoni,, Mi mettono mi piace anche gli arabi 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,,,,,,,,,
Chun Howe,,Merry Christmas to the best footballer always CR7 ❤️,,,,,,,,,
Bøîfazlî Êzâm,, up bro pm,,,,,,,,,
Chun Howe,, up and down 🤣?,,,,,,,,,
Møhamad Makansi,,"We are a United group of Juventus fans in Syria whom the claws of  War shattered into fragments of disappointment and sadness and all the ugliness in the world surrounded us but Juventus is the reason why we kept standing and fighting back  You tought us to be greedy for success  You tought us the eger and determination to win no matter how or what it takes to sacrifice until we reach our goal  We need your help as we always did to help our country reach the best they can in the Asian cup of nations by gathering the players and wishing our players to do their best no matter what they suffered anyone with dedication can make his dream happen  Now, Always , Forever  Forza Juventus and Fino Alle Fine",,,,,,,,,
Rahul CR Zeven,,Merry christmas ma dr Rono nd family..😍😍😍   ummmmmmmmaaaaahhhhh😘❤,,,,,,,,,
Suhail Shan,,😘😘😘,,,,,,,,,
LI NO,,Man😊😊,,,,,,,,,
Ahlam Nessila,,Family Goals ❤💕 You rock Champion 💪.,,,,,,,,,
Abderrazzak Nijah,,Ha hoaaaaaa toma hahoaaaaaaaaa 😂😂😂😂,,,,,,,,,
Ahlam Nessila,,sorry I don't speak arabic,,,,,,,,,
Elias Hossen,,Add me,,,,,,,,,
Mohammad B. Al-Majali,,Merry christmas my christian friend <3,,,,,,,,,
,,,,,,,,,,,
Ehab Khamees,, هي اشي مضحك جد 😂😂😂,,,,,,,,,
Mohammad B. Al-Majali,,روحي حلوة,,,,,,,,,
Osama Beer,,عفوية عفوية 😂😂,,,,,,,,,
Mohammad B. Al-Majali,, حطيتني براسك يا عديم الشخصية خلص؟ 😏,,,,,,,,,
Ehab Khamees,,اول اشي فكرتو كومنت منكوش من ٢٠١٠ بس طلع جديد للاسف 😂😂,,,,,,,,,
Osama Beer,,😂  الحق علي بعملك اجواء ماشي ما رح اعلق عندك,,,,,,,,,
Mohammad B. Al-Majali,, حلاوتو إنو حصري.. وهيك بتعايد عصاحباتك منت بجنب بير مالنااا,,,,,,,,,
Ehab Khamees,,ما فهمت بس انا بعيد تلفونات 😂😂😂,,,,,,,,,
Osama Beer,, ما بحب اناقش معاه هاي الامور 🕊️,,,,,,,,,
Mohammad Ahmed,,Messi is the best player in the world ❤️🔥,,,,,,,,,
Muhammad Shawal,, ohyh,,,,,,,,,
Christian Bailey,,Your wife does not look happy,,,,,,,,,
Jaime Benjamim Jb,,She's upset.,,,,,,,,,
Christian Bailey,,Jaime Benjamim Jb  I wonder why 🙃,,,,,,,,,
Sacar Dharnal,,Cristiano Ronaldo biggest fan in whole world from Nepal love you sir..  Feliz Natal Cris! Que Deus abençoe você e sua família! ❤️🎄,,,,,,,,,
Alex Dangi,,,,,,,,,,,
Miawoégnin Miawoé Lafionmi,,So bcause of the 7 in your name  You still wanna have 7 babies ?🙄,,,,,,,,,
Pusha Ferdo,,Peewii😂😂😂😂,,,,,,,,,
Junior Attissoh,,😂😂😂😂😂 ,,,,,,,,,
Bishal Bimali,,"Wishing this Christmas helps you to get a single football team soon, In ur family,Best of luck..",,,,,,,,,
Ramesh Kharel,,I wish the wish given by  would be fulfilled,,,,,,,,,
Suzan,, vai hunxa hunxa Ronaldo ko xuttai team,,,,,,,,,
Dương Thị Mỹ Lệ,,Feliz Natal Cristiano🌠🎄🎅para si e para toda a sua linda família ❤️. Francesco,,,,,,,,,
Anh NHận RA,,ô cê then kiu !,,,,,,,,,
Dương Thị Mỹ Lệ,,  đi đâu cũng thấy là seo??? Đừng ám tôi nữa. Huhu.,,,,,,,,,
Hoàng Nguyễn Minh Thọ,,Đỉnk cô,,,,,,,,,
Hatim Elkhal,,Good job cr7 and god save ur son djilali,,,,,,,,,
Ayoub Aboulhaiba,,,,,,,,,,,
Ghassan Mounaf,, chra m3ah l3chra,,,,,,,,,
Ayoub Aboulhaiba,, ghy semsar lih f chi poste,,,,,,,,,
Ghassan Mounaf,, tame3 f blast matuidi 😂😂😂,,,,,,,,,
Adeel TiBari,, شد شد حاتم هرب,,,,,,,,,
Brenda Ferreira,,"A cara da mulher que não aguenta mais ter filho, mas tendo mesmo assim pela herança hahahaha",,,,,,,,,
Diego Frectas,,"Para com isso velho, tá muito mito já 😂😂",,,,,,,,,
Dibyajyoti Talukdar,,You planned well for your matches but you don't have any family planning ?,,,,,,,,,
Ratnadeep,,Xi tar nijor team bonbo  nki 😂,,,,,,,,,
Debashis Boruah,,"Ronaldoi Korile Leela, Gedai Korile Character Dheela 😂😂😂😂",,,,,,,,,
Vito Finamore,,Anche a te e famiglia.. Domani passo a farti gli auguri a casa,,,,,,,,,
Lino Lopardo,,Siccome devo passare pure io vogliamo andare insieme ?,,,,,,,,,
Vito Finamore,,  certo compa.. Devo portare un regalino ai bimbi,,,,,,,,,
Lino Lopardo,,Io ho fatto un cesto per la casa a loro faccio la busta così si comprano quello che vogliono,,,,,,,,,
Lino Lopardo,,Compa quando mi passi a prendere ?,,,,,,,,,
Vito Finamore,,"Compa mo parto da padula,vengo con la panda perché  mi ha chiesto se la poteva provare... Sai come rimane contento",,,,,,,,,
Lino Lopardo,, eee ma ci entrano i regali ?,,,,,,,,,
Vito Finamore,,Ho paura solo x i regali che ci ricambia lui,,,,,,,,,
أمحمد البرشوشي,,The best player in the world Libya fans love you🇱🇾,,,,,,,,,
Sliman Elbarouni,,إنت قايمها بيه يا قشه هههه,,,,,,,,,
أمحمد البرشوشي,, هههخهههههخ,,,,,,,,,
Oussama Aithamani,,The best player HALA MADRID,,,,,,,,,
Hazem SA,,Kteeb lih : انا اسامة احبك من المغرب 😂🐸🐸,,,,,,,,,
Oussama Aithamani,,Hhhhhh,,,,,,,,,
حمادي العبيدي العبيدي,,Família maravilhosa . A simplicidade é a maior fortuna. Feliz Natal e um ano Novo muito Próspero,,,,,,,,,
Rashwan EL-Shahiby,,هوبلا عليك😂😂😂,,,,,,,,,
Muhammad Ismail,,Wow!! she does spend nights at home.............. With you 😂,,,,,,,,,
Brwa Hussen,, does*,,,,,,,,,
Dànar H. Rahman,,better say u do spend nights at home,,,,,,,,,
علي الصياد,,feliz natal muita saude e tudo de bom pois so com muita saude e a ajuda de DEUS podes fazer as grandes coisas que tens feito tanto a nivel proficional com familiar e na sociedade em geral ajudando que sofre POR ISSI TU MERECES FELIZ NATAL PARA TODA A FAMILIA UM ABRAÇO,,,,,,,,,
Karrar Al-Sailawi,,  ما تنجب🐸,,,,,,,,,
علي الصياد,, 😂,,,,,,,,,
Bunthorn Sok,,"Merry Christmas, Ronaldo 🍀",,,,,,,,,
Sereyvuth Ngoy,,Oh thank you. Merry Christmas sir.,,,,,,,,,
Cheng SrunHak,, thx fan,,,,,,,,,
ជា ឧត្តម,,,,,,,,,,,
Cristianoo Ronaldoo,,"Hy i am Cristiano,  If you pray for me, i wish i can make a 11 man football squad by my own child. xD",,,,,,,,,
Samir Ibnu-suhail,,Cristiano do you have private account please,,,,,,,,,
Piero Napoletano,,Quest'anno il natale lo vogliamo festeggiare il 1 giugno! Auguri fenomeno ❤️,,,,,,,,,
Domenico Convertini,, ahahahahahahaahahahahahaha,,,,,,,,,
Piero Napoletano,, 🍌🍌🍌🍌,,,,,,,,,
Domenico Convertini,, triplete,,,,,,,,,
Selcuk Msogl,,Your wife looks very happy 😂👍🏻,,,,,,,,,
,,,,,,,,,,,
Enes Cábir,,😂😂😂,,,,,,,,,
Anil Yildiz,, Abi Naptin Sen 😂😂😂😂😂😂😂😂😂😂😂😂,,,,,,,,,
Mic DiBi,,😂,,,,,,,,,
Selcuk Msogl,, warum ist doch die Wahrheit?,,,,,,,,,
Anil Yildiz,,Ja das stimmt 😂,,,,,,,,,
Selcuk Msogl,,Meinste der hat gelesen?😂😂,,,,,,,,,
Onur Yildiz,,Der raucht sich eine Shisha ließt dabei die Kommentare 100% 😂😂,,,,,,,,,
Selcuk Msogl,,Meinst du mich oder Christiano 😂😂,,,,,,,,,
Onur Yildiz,,Cristiano... du rauchst doch gerade beim Schreiben 😂,,,,,,,,,
Selcuk Msogl,,Ganz ehrlich: Die Kohle ist gerade ausgegangen 😂,,,,,,,,,
Abdikariin Shidane,,Oh! Goat 🐐 = 4 kids Leo.        = 3kids   Why is leo Messi always one  step below Cristiano Ronaldo ?,,,,,,,,,
Princess Ugaaso,, warjecli,,,,,,,,,
Abdikariin Shidane,,  kkkk waaba yaabay,,,,,,,,,
Princess Ugaaso,, hhhh,,,,,,,,,
Mustapha S A Sharada,,Please ronaldo come to islam religion becouse he is good religion you win next world,,,,,,,,,
Lenka Hegiees,,Riproduci video,,,,,,,,,
Lenka Hegiees,,Riproduci video,,,,,,,,,
Mustapha S A Sharada,,Hmm no problem next he will come back,,,,,,,,,
Hùng Henry,,Merry Christmas with family . my idol <3,,,,,,,,,
Nhật Minh,, ông giống tôi thế Ars Cr7!,,,,,,,,,
Hùng Henry,, Đầy ng như vậy luôn á. cx có nhiều ng hỏi tôi như vậy rồi =)),,,,,,,,,
Fernando Marques,,"Quem um dia iria imaginar um jogador português ser 5 vezes melhor do mundo??  Um país com alguns craques, mas nenhum como Cristiano, ele se esforçou e Deus lhe abençoou, enfim.. Monstro!!",,,,,,,,,
Murtadha AL-Dunainawi,,"Merry Christmas 🎄🎁 ❤️🌹Cristiano Ronaldo❤️🌹, I know this might be a dream but I wish you come back to Real Madrid 😔😔😔😔😔😔😔😔 ",,,,,,,,,
フセイン アリダーニ,,"  One way we woke up and he’s not playing for our team, .. We do not need to dream anymore... We should wish  all the Best... Hala Madrid...",,,,,,,,,
Andin Prodhan,,Bhai she doesn’t look too happy.,,,,,,,,,
Shakib Mahmud,," , 3 taa leda baccha paale.. bujhte hobe..",,,,,,,,,
Critiano CR Sept,,very nice family merry christmas to the best player in the world,,,,,,,,,
,,,,,,,,,,,
Jean Marc Tano,,,,,,,,,,,
Critiano CR Sept,,Vous la vraiment joyeux noël à vous,,,,,,,,,
Gigaté Petro Ib,,Mery chrismas you too,,,,,,,,,
Jean Marc Tano,, 😂😂😂😂😂 Vieux ganhy tu as quel soucis avec sco mm😂😂😂 tu exagère sur lui hein gagagaga,,,,,,,,,
Gigaté Petro Ib,,  😂😂😂 il est trop ennuis c’est mon fils on cause en anglais 2 jours là 😂,,,,,,,,,
Jean Marc Tano,, en tout cas ya un mouvement chez kouakou la bas donc e m apprête pour aller daba comme ça,,,,,,,,,
Gigaté Petro Ib,,  j’ai arrêter de manger chez les gens actuellement si c’est pas mariage je mange pas 😂,,,,,,,,,
Jean Marc Tano,, iyooooo ya longtemps nous on côcô,,,,,,,,,
Gigaté Petro Ib,,  et ta cuillère là mme 😂,,,,,,,,,
Jean Marc Tano,, 🏃‍♂️🏃‍♂️🏃‍♂️,,,,,,,,,
MD Ibrahim Evan,,Hey Ronaldo your girlfriend look like angel. Maybe i do start to love him❤❤ Happy christmas,,,,,,,,,
Roman Parvez,," রোনাল্ডোর বৌয়ের দিকেও চোখ দিলি শেষ পর্যন্ত,  তুই কিচু বল",,,,,,,,,
Arif Khan Refat,, ও হচ্ছে  লুচু সংকর।,,,,,,,,,
MD Ibrahim Evan,,সুন্দরকে ভালোবাসতে হয় বাড়ারা  ,,,,,,,,,
Skib Mahmud Shovon,,Who is the best football player in the world??? 1.Cristiano 😍 2.Ronaldo🤩 3.CR7❤,,,,,,,,,
Sayem Ahmed Akram,,মানিক ভাইয়ের সালাম নিন ...!😂😂,,,,,,,,,
Skib Mahmud Shovon,, halar vai dure ja,,,,,,,,,
Afnan Ahmed,,Lionel Messi 😌,,,,,,,,,
Skib Mahmud Shovon,, dhur comment ta na korleo parta🐸,,,,,,,,,
Afnan Ahmed,,Korsi... Ekhon ki korbi?,,,,,,,,,
Skib Mahmud Shovon,, khun korbo 🐸,,,,,,,,,
Afnan Ahmed,,Riproduci video,,,,,,,,,
Afnan Ahmed,, ay,,,,,,,,,
Oanh Chu,,Merry Christmas :D Best wish for you,,,,,,,,,
Liên Bi,,Chúc anh Rô giáng sinh vui vẻ 🎄🎄🎄 phải viết tiếng Việt anh Rô mới hiểu :3,,,,,,,,,
Danilo Alibrandi,,Compare Ronaldo regalami 125 euro cosi mi passo un bel natale ... grazie bidazzu,,,,,,,,,
Giorgio Rumeo,,Scusa con 125 euro che ci fai?!.. Metti qualche ZERO  dopo il 5..no?!,,,,,,,,,
Hayder Asaad,,Merry Christmas Ronaldo wish you a happy time with your family.!,,,,,,,,,
KA RO,, labate Ronaldo thanks 😁,,,,,,,,,
Mirko Bakr,,Xalate brakam xalate xo aw jwabaka nayat hahahaah,,,,,,,,,
KA RO,, hahaha ba ronaldo bamne wt spase bka labre mn,,,,,,,,,
Mirko Bakr,, hahahaha,,,,,,,,,
Har Dii,, atawet ba fel xot bkaet babradary Ronaldo 😂,,,,,,,,,
KA RO,, baxwa dyara neyaze xrapa 😂,,,,,,,,,
Andrea Duca,,Felice Natale a Te Cristiano! Riposati che io e il mio amico  ti vogliamo carico nel nuovo anno!,,,,,,,,,
Stefano Daneri,,Stai sereno Cris che da gennaio non si scherza più,,,,,,,,,
Claudio Junior,,Parabéns CR7 pela família linda e por ser este grande ser humano. Sou bem mais velho que você mas te admiro e te respeito pelos exemplos que você dá à todos nós. Feliz Natal e Feliz Ano Novo para você e toda sua família.,,,,,,,,,
Rosa Figueiredo,,Claudio Junior família?????kkkkk,,,,,,,,,
Claudio Junior,,Boa noite DNA. Rosa. Cada um tem a opinião que quiser sobre quem quiser. Mas aproveito para desejar a Senhora e sua família um Feliz Natal.,,,,,,,,,
Angel Okorie,,Ronaldo you have to stop cheating on me openly.  Enough of this embarrassment!,,,,,,,,,
Sunday Daniel,," replace him na,",,,,,,,,,
Christian Tucor Okonkwo,, delusion,,,,,,,,,
Peter Jide,,U reli love Ronaldo 😊,,,,,,,,,
Ana Fernandes Mesquita,,"O Ronaldo feliz e os filhos , ela com umas trombas ! Algo não está bem . Adoro o Ronaldo e tenho muito orgulho no futebolista que se tornou , agora no campo pessoal , enfim deixa muito a desejar . Curvas , beleza ainda se compram , agora o sentimento ...Ronaldo ainda não encontrou aquela pessoa que o ame como ele é e não ame o dinheiro e a fama .",,,,,,,,,
Andidi Almeida Ribeiro,," vai ser dificil.. qq mulher que ame mesmo o Ronaldo vai ser sempre crucificada pelos outros que quer dinheiro e fama... tb gosto mt do CR como jogador e pelas acções humanitárias que faz. Como ele é como pessoa realmente, como companheiro ninguém sabe...",,,,,,,,,
Ana Fernandes Mesquita,, ❤️,,,,,,,,,
Kátia Karina,, ela está a tentar ser como a posh.  Victoria Beckham.,,,,,,,,,
Mohammad Ahmed,,Cristiano Ronaldo is the best player in the world ❤️🔥,,,,,,,,,
Moin Khan,, yes bro ❤️,,,,,,,,,
Mohammad Saad Khan,,...,,,,,,,,,
Mohammad Ahmed,,XD,,,,,,,,,
Yahya Shah,,.....,,,,,,,,,
Talha Nasim,,.....,,,,,,,,,
Aman Dong Tamang,,Messi is better than Ronaldo,,,,,,,,,
Serior Senorito Quesera,,तेरो बुद्धि is better than messi!,,,,,,,,,
Ashvin S. Rajjoo,,"Sleep more with your wife, she is sad. If you cant, send her over bro!",,,,,,,,,
Kevin Dayal,, merci tne pens moi ❤️ mo ggn pez fam la ❤️ Mo don toi Unai en kado 🎁🔥,,,,,,,,,
Nikhil Ramphul,, 😂😂😂😂😂😂,,,,,,,,,
Ahmed Adly,,She is Sharmota ya Ronaldo 😂😂  Be Careful 😂😪,,,,,,,,,
Mido El Zamalkawy,, مش فاهم يعني ايه شرموطه فهموا عشان ياخد باله 🤣😂,,,,,,,,,
Fabiano Viana,,Acho que a mulher não tá gostando não.  Ficou com a cara fechada. 😀😀😀,,,,,,,,,
Paulina Cruz,,Si se ve sería debería estar feliz por estar con un gran hombre 💖💖,,,,,,,,,
Riadh Saim,,Jilali calm down u r not Christian u r from djelfa don't do that 😂😂😂,,,,,,,,,
L'irri Tante,, from Echlef not Djelfa😂😂,,,,,,,,,
Riadh Saim,, hhhhhhhh lmohel From chkopistan 😂,,,,,,,,,
L'irri Tante,, 😂c'est vrai,,,,,,,,,
Diyako Bidar,,Hi Cris I am poor boy I need a car can you by a car for me please I love Avalon 😊😃,,,,,,,,,
,,,,,,,,,,,
Sarbarz Ibrahim,,  what the fuck خوت سوك كرد كورة بيسروو 😅😅😂,,,,,,,,,
Diyako Bidar,,Mn bo la shweneka qsa bkam hazar nafar xoy halaqorteneta naw mawzo3o kaka ewa haqtan chya wa mno walbn day🤬,,,,,,,,,
Sarbarz Ibrahim,,  كورة دلم من بوخوت ئيژم بو تةكليف لة اجنبي ئةكةي تا شفة مابيت تةكليف لة كةس مةكة🔞,,,,,,,,,
Nuh Dawud,,Diyako wat caynd of car did you wont bayby,,,,,,,,,
Diyako Bidar,, bo ajnaby 3yby chya daym bo xoyan xer akan bashkum wa mnish xeryan krd🤲🤲,,,,,,,,,
Diyako Bidar,, avalon,,,,,,,,,
Nuh Dawud,, ها عه موو چي ئه ليي وه شه ريكي 😂,,,,,,,,,
Sarbarz Ibrahim,,  دياكويش كةرة من وة مةعنا قسةم كرد ئةو تينةگةيي 🤣,,,,,,,,,
Diyako Bidar,, sara gyan mn naxm paka la qasd tw tenagayam😇😇,,,,,,,,,
Diyako Bidar,, wa3d bet nardy bom yake hsayaktan damy,,,,,,,,,
Manoj Poudel,,Happy Christmas day to you Barca fan😍😘😘 from my side,,,,,,,,,
Aman Khadgi,, mujii ley yetii dherai bachhaa jannmaii sakye xa 😂😂,,,,,,,,,
Manoj Poudel,, 😂😂ah vanya,,,,,,,,,
Salvatore Furesi,,Tantissimi auguri Cristiano da parte mia e di mia moglie  un abbraccio ci sentiamo presto un abrass ses massa angamba cumpagno'...😎💪💪⚪⚫⚪⚫⚪⚫⚪⚫🔝🔝🔝🤙🤙,,,,,,,,,
Gabriele Cataldi,, ses massa angamba ciiiii auguroniiiii bon naraaal,,,,,,,,,
Daniele Pizzandelli,,"Grazie altrettanto, come state? Noi bene, se passate da noi, nel pomeriggio, c'è una fetta di panettone anche per voi",,,,,,,,,
Cristlano RonaIdo,,Daniele Pizzandelli buena idea! Oggi sto a Bergamo!😀😀😀,,,,,,,,,
Zakaria All,,Happy Christmas for #djilali,,,,,,,,,
Abdessamed Mezouar,, hawchtaho,,,,,,,,,
Adel Chipops,,Saaaaamtine ya jedek,,,,,,,,,
Jef De Fernandez,,Still Messi better than Ronaldo  Merry Christmas folks 🎄❄️🌌🤶,,,,,,,,,
Jaya Prasad,,  Ronaldo the king,,,,,,,,,
Jef De Fernandez,,😂👏👏👏,,,,,,,,,
임동찬,,Injik Kim is a Korea soccer BJ and he is very sexy and very cute,,,,,,,,,
최재운,, ㅎㅇ여,,,,,,,,,
박성혁,,ㅎㅇ여,,,,,,,,,
오세윤,,ㅎㅇ여,,,,,,,,,
Gianni Mazzara,,Auguri campione i tuoi gol e le tue esultanze con la nostra maglia sono regali di Natale tutto l'anno,,,,,,,,,
Delio Loforese,, sto sborrando da agosto...,,,,,,,,,
Gianni Mazzara,, è un Dio lo amo da morire,,,,,,,,,
Issak Afewerki,,I haven’t ever seen best player in the world like cr7,,,,,,,,,
Robel Fissahye,,  u mistake now did u forget king of football Lol,,,,,,,,,
Dipannita Das,,Ronaldo maybe u dnnt knw but she is cheated on uh bro 😪😭,,,,,,,,,
Sâbbïr,,  She is relationship with you...😂😂,,,,,,,,,
Dipannita Das,,M not lesbo lol,,,,,,,,,
Ana Paula Jovencio,,"Mulher seria,se fosse eu estava rindo de orelha a orelha 😂😂😂😂",,,,,,,,,
Rogerio Silva,,Acho ela bem mal comida kkkkk,,,,,,,,,
Sofiane Amor,,where is the #djilali i dont see him ?,,,,,,,,,
E'l Po Gbà,,KhsK deaDl lbuz Atby 🙂,,,,,,,,,
Sofiane Amor,, jajaja i just kidding with him kajaja,,,,,,,,,
Baran Bhattacharjee,,Please Make More 7babys cr7 then you make your personal football team 😎....best of luck,,,,,,,,,
Kalyan Barua,,  tui o koris,,,,,,,,,
Baran Bhattacharjee,, vaag 😂😂😂,,,,,,,,,
Kalyan Barua,, Tor bou or bujhas ভালো kore 😆😆,,,,,,,,,
Omar Kherroubi,,Best in the world Good luck ...I am Algeria,,,,,,,,,
اسماعيل مقدم,, you'll become a famous one soon :'(,,,,,,,,,
GiNa LimaRaposo,,I guess she’s not so happy with 4 kids..,,,,,,,,,
Fernando Rocha,, definitely she doesn't look too happy!,,,,,,,,,
Dom Ls,," Ronaldo has daughters, womens football rapidly increases in popularity, coincidence? I think not, mystery? maybe, Hotel? Trivago.",,,,,,,,,
Oscar Morgan,, ahahahah,,,,,,,,,
Oscar Morgan,,Hotel?,,,,,,,,,
Oscar Morgan,,Trivago,,,,,,,,,
Shadi Khoury,,خيي لاصلي وصلتك هديتي Você recebeu o presente que eu te enviei?,,,,,,,,,
Rami Sh,, شو هديتو لحبيب قلبك ؟  اعزمو لعندك ع وحده فرانكو مع رفريشكو,,,,,,,,,
Shadi Khoury,, لفرانكو مانو ظابط ليوم رح اعطيه كيجو,,,,,,,,,
Mostafa Hamzawy,,She not happy with u anymore she happy with her friends that's sad man u need to thinking again ✋😅,,,,,,,,,
Hala Ahmed,,الوليه هاتطلق بسببك😂😂,,,,,,,,,
Mostafa Hamzawy,, يعني نسيب الواد يتغفل 😂😂😂✋,,,,,,,,,
Mostafa Hamzawy,,مش لازم نوعيه,,,,,,,,,
Rich BigTickles Darko,,Salah is the best player on the planet !!!,,,,,,,,,
Julius Bright Danquah,,Rompo,,,,,,,,,
Rich BigTickles Darko,,  true bro ! Mo Salah 😍,,,,,,,,,
Nana Opoku Nsiah Jnr,, ncha !,,,,,,,,,
Rich BigTickles Darko,,  😂😂.,,,,,,,,,
Nifahene Poku Siaw,,Why you gotta be this petty biggie,,,,,,,,,
Rich BigTickles Darko,, it’s a fact bro 🤗🤫,,,,,,,,,
Daniel Tetteh,, if u love salah why follow Ronaldo page,,,,,,,,,
Rich BigTickles Darko,, masa 😂. I don’t follow him . He does 😁,,,,,,,,,
Asu Aloys,,Same to you and the family...King 👑,,,,,,,,,
Taoufik Seddik,,Djilali is better than Messi,,,,,,,,,
Ikram Mohammed Saadani,,Safi seyed t3a9ad 😂😂😂,,,,,,,,,
Tasnim Marjan,,Lionel Messi for Barcelona so far this season:  19 Games 🏃  21 goals ⚽️  12 assists 🎯   Cristiano Ronaldo for Juventus so far this season:   21 games 🏃🏻‍♂️ 12 goals ⚽️ 7 assists 🎯  Messi 👑🐐  Marry Christmas,,,,,,,,,
Ratul Zaman,,,,,,,,,,,
Abid George Cghs,,She doesnt look happy. She was happy with her so called friend.   😂😂😂😂😂😂,,,,,,,,,
তামিম আতিক,, she was supposed to be happy with you only I guess :-D,,,,,,,,,
Abid George Cghs,, yeah.. Hell yeah,,,,,,,,,
তামিম আতিক,, yeah bro... I knew it :-D but it is not wise to swim in a ocean when you have small fin ;-),,,,,,,,,
Abid George Cghs,, tr hedaa,,,,,,,,,
তামিম আতিক,,Luv u dstw :-D,,,,,,,,,
Ghazwan Saab,,"Merry Christmas . All the love for you, and have fun with your family❤️💕",,,,,,,,,
Rayan Naffaa,,Thank u <3,,,,,,,,,
Ghazwan Saab,, welcome man 🙋🏻‍♂️😂👌,,,,,,,,,
Ayanjit Pal,,New year is coming... We want new Mrs. Ronaldo and new junior Ronaldo...,,,,,,,,,
Ayanjit Pal,,"Yes.... Borda each year notun boudi anbe, eta resolution thake... 😊",,,,,,,,,
Zaw Hlaing Tun,,Merry Christmas to all ur family with the more happy mind and healthy body .This is my christmas wish for ur all family!,,,,,,,,,
Ruby Maung,,မင္းေဖမွတ္ေန,,,,,,,,,
Zaw Hlaing Tun,, မင္းပေထြးလား သိဘူးေနာ္ sorry,,,,,,,,,
Mostapha Aghoufri,,best  in the world with dejilali,,,,,,,,,
Staph Imai,,Ra3a ancht nofos ghr jilali,,,,,,,,,
Mostapha Aghoufri,, hhhhhhhhhhhh akhdam is7an daygar dala g roma,,,,,,,,,
Samir Ouaarabi,, hatin akhne 9ayade,,,,,,,,,
Mostapha Aghoufri,, wayah hhhhh id jilali,,,,,,,,,
Hafeezullah Rind,,Merry Christmas to you and your family  Cristiano Ronaldo,,,,,,,,,
Atta Ur Rehman,,Sir g cristmas ka wish karna bhi shirk or bidat mai ata hay conform 💯💯💯 Or sakhti say mana kiya gaya,,,,,,,,,
Hafeezullah Rind,,   ksi rong no ne kha ho ga 😜😜😜😜😛😛,,,,,,,,,
