source,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,url
Donald J. Trump,2019-01-07,The Fake News Media is the Enemy of the People!,65908,56897,1431,6990,114,121,355,9326,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546980830%3A04611686018427387904%3A09223372036854775718%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546980830%3A04611686018427387904%3A09223372036854775718%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-08,"We created more than a quarter-million jobs last month. Employers are showing great confidence in our economy despite all the negativity coming from anti-Trump economic “experts!""",20560,17858,479,2105,51,10,57,2259,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546980830%3A04611686018427387904%3A09223372036854775718%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546980830%3A04611686018427387904%3A09223372036854775718%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-04,We ended 2018 STRONG - best year for job creation since 2015!,62677,52000,1114,9155,292,14,102,5502,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546883957%3A04611686018427387904%3A09223372036854775713%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546883957%3A04611686018427387904%3A09223372036854775713%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-05,"Think of this: Democrats want $12 billion in addition to the $54 billion we give in foreign aid, but they won’t approve $5.6 billion for a wall.",96230,68187,1038,2910,2289,3543,18.263,20.066,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546883957%3A04611686018427387904%3A09223372036854775713%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546883957%3A04611686018427387904%3A09223372036854775713%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-06,,315946,237672,24.695,51.359,1128,195,897,31.845,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546883957%3A04611686018427387904%3A09223372036854775713%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546883957%3A04611686018427387904%3A09223372036854775713%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-06,- Record number of employed Americans  - Average hourly earnings up 3.2% - Participation rate up to 63.1% - 'Trump-Era High' And we will do even better with new trade deals and all else!,55050,46863,711,7197,185,13,81,4898,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546883957%3A04611686018427387904%3A09223372036854775713%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546883957%3A04611686018427387904%3A09223372036854775713%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-08,"Illegal immigration costs our nation $275 BILLION a year, MILLIONS of jobs, and THOUSANDS of innocent lives. What is it going to take to finally secure our border?",62963,54169,1066,6400,581,282,465,9849,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546980830%3A04611686018427387904%3A09223372036854775718%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546980830%3A04611686018427387904%3A09223372036854775718%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-05,BOTTOM LINE: You cannot have REAL border security without the WALL. Look at all of the countries that have walls – they work 100%!,55804,46886,1342,7268,78,39,191,10.466,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546883957%3A04611686018427387904%3A09223372036854775713%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546883957%3A04611686018427387904%3A09223372036854775713%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-04,JOBS JOBS JOBS!,57806,48158,808,8426,315,18,81,4906,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546639108%3A04611686018427387904%3A09223372036854775708%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546639108%3A04611686018427387904%3A09223372036854775708%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-03,We're in a shutdown because Democrats are worried about the 2020 presidential election. They know they can’t win so they are going all out on the desperately needed wall and border security. PURELY POLITICS!,51136,43653,1349,4527,251,444,912,9315,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546639108%3A04611686018427387904%3A09223372036854775708%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546639108%3A04611686018427387904%3A09223372036854775708%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-03,This isn't just a border... This is EVERYTHING.,96435,81176,1753,13.109,137,44,216,10.127,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546639108%3A04611686018427387904%3A09223372036854775708%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546639108%3A04611686018427387904%3A09223372036854775708%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-04,Build the wall.,44507,36635,474,3572,520,350,2956,8493,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546639108%3A04611686018427387904%3A09223372036854775708%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546639108%3A04611686018427387904%3A09223372036854775708%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-03,We spend more in Afghanistan in ONE MONTH than what we're talking about spending on the wall.,86790,73537,645,7550,3988,350,720,8484,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546639108%3A04611686018427387904%3A09223372036854775708%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546639108%3A04611686018427387904%3A09223372036854775708%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-02,"""MAGA list: 205 ‘historic results’ help Trump make case for 2020 re-election"" True!",47621,40580,1012,5853,77,12,87,3145,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546535375%3A04611686018427387904%3A09223372036854775703%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546535375%3A04611686018427387904%3A09223372036854775703%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-02,"Democrats’ immigration policies are reckless and extreme. They want totally open borders, which means drugs and crime will pour into our country.  We need a STRONG and SECURE Southern Border!",49209,35550,621,2454,733,997,8854,8715,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546535375%3A04611686018427387904%3A09223372036854775703%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546535375%3A04611686018427387904%3A09223372036854775703%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-03,"For FAR TOO LONG Senate Democrats have been obstructing more than 350 nominations. These great Americans left their jobs to serve our country, but can’t because Democrats are blocking them, some for two years - HISTORIC record.",23766,15162,486,1045,574,560,5939,4034,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546535375%3A04611686018427387904%3A09223372036854775703%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546535375%3A04611686018427387904%3A09223372036854775703%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-03,"Here we go with Mitt Romney, but so fast! Question will be, is he a Flake?  I hope not. Would much prefer that Mitt focus on Border Security and so many other things where he can be helpful. I won big, and he didn’t. He should be happy for all Republicans. Be a TEAM player & WIN!",55140,47915,1912,4862,151,89,211,7481,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546535375%3A04611686018427387904%3A09223372036854775703%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546535375%3A04611686018427387904%3A09223372036854775703%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-28,We will be forced to close the Southern Border entirely if the Obstructionist Democrats do not give us the money to finish the wall and also change the ridiculous immigration laws that our country is saddled with.,89691,74692,1401,12.937,217,97,347,17.766,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546441002%3A04611686018427387904%3A09223372036854775698%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546441002%3A04611686018427387904%3A09223372036854775698%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-29,It’s been another year of success despite extraordinary opposition from the Democrats and Fake News Media. Millions of Americans are finally back to work and prospering again!,26842,22237,935,3487,63,10,110,5561,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546441002%3A04611686018427387904%3A09223372036854775698%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546441002%3A04611686018427387904%3A09223372036854775698%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-01,"We hope everyone has a very safe, prosperous, and Happy New Year!",55653,46219,511,8746,73,17,87,5846,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546441002%3A04611686018427387904%3A09223372036854775698%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546441002%3A04611686018427387904%3A09223372036854775698%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-02,"We’ve done so much to advance the America First agenda – we can’t let our progress go to waste. This year, it’s more important than ever that we continue the FIGHT to Make America Great Again!",19539,16440,516,2479,32,9,63,2510,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546535375%3A04611686018427387904%3A09223372036854775703%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546535375%3A04611686018427387904%3A09223372036854775703%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2019-01-02,"We wish everyone a very safe, prosperous, and Happy New Year!",123163,97963,1293,23.533,254,26,94,7117,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546441002%3A04611686018427387904%3A09223372036854775698%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546441002%3A04611686018427387904%3A09223372036854775698%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-31,"Join us as we reflect on yet another year of PROMISES MADE and PROMISES KEPT. With all that we've accomplished, we know that 2019 is going to be bigger and better than ever before!",41824,33812,914,6898,78,19,103,6874,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546441002%3A04611686018427387904%3A09223372036854775698%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546441002%3A04611686018427387904%3A09223372036854775698%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-27,The best way to have peace is STRENGTH.,57636,46828,1028,9505,113,24,138,6110,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546039291%3A04611686018427387904%3A09223372036854775693%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546039291%3A04611686018427387904%3A09223372036854775693%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-28,"To every American serving at home and abroad, THANK YOU. We are eternally grateful for all that you do to keep America safe, strong, and free!",45154,35825,440,8710,66,20,93,3784,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546039291%3A04611686018427387904%3A09223372036854775693%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546039291%3A04611686018427387904%3A09223372036854775693%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-28,"Our presence in Syria was not open-ended, and it was never intended to be permanent. Eight years ago, we went there for three months, and we never left. But now we’re doing it RIGHT, and we’re going to finish it off!",34659,29189,431,4785,83,29,142,4247,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546039291%3A04611686018427387904%3A09223372036854775693%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546039291%3A04611686018427387904%3A09223372036854775693%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-27,AMERICA IS RESPECTED AGAIN!,124902,98079,5835,20.407,267,69,245,10.648,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546039291%3A04611686018427387904%3A09223372036854775693%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546039291%3A04611686018427387904%3A09223372036854775693%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-27,It's all about AMERICA FIRST!,96995,79938,1258,15.468,136,28,167,7343,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546039291%3A04611686018427387904%3A09223372036854775693%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546039291%3A04611686018427387904%3A09223372036854775693%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-26,First Lady Melania Trump and I were honored to visit our incredible troops at Al Asad Air Base in Iraq. GOD BLESS THE U.S.A.!,166283,127310,1300,36.950,426,40,257,12.768,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545929527%3A04611686018427387904%3A09223372036854775688%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545929527%3A04611686018427387904%3A09223372036854775688%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-25,"On behalf of the Trump campaign, we would like to wish every American at home and abroad a very Merry Christmas!",73331,58763,527,13.844,84,19,94,7981,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545929527%3A04611686018427387904%3A09223372036854775688%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545929527%3A04611686018427387904%3A09223372036854775688%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-26,"We are already building and renovating many miles of the wall – some complete. Democrats must end the shutdown and finish funding. Billions of dollars, and lives, will be saved!",46923,38716,796,7174,53,20,164,6555,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545929527%3A04611686018427387904%3A09223372036854775688%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545929527%3A04611686018427387904%3A09223372036854775688%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-25,"On behalf of First Lady Melania Trump and myself, Merry Christmas!",437785,346284,2351,88.233,526,68,323,45.549,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545929527%3A04611686018427387904%3A09223372036854775688%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545929527%3A04611686018427387904%3A09223372036854775688%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-26,"The most important way to stop the drugs, gangs, human trafficking, and massive crime is at our southern border. We need border security and you can’t have border security without a WALL!",64548,54567,1015,8658,74,31,203,7722,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545929527%3A04611686018427387904%3A09223372036854775688%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545929527%3A04611686018427387904%3A09223372036854775688%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-23,"The only way to stop drugs, gangs, human trafficking, criminal elements and much else from coming into our country is with a wall or barrier.OUR GREAT COUNTRY MUST HAVE BORDER SECURITY!",84537,71708,1442,10.998,116,36,237,11.455,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545697414%3A04611686018427387904%3A09223372036854775683%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545697414%3A04611686018427387904%3A09223372036854775683%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-21,We must do whatever it takes to protect our people and our communities. Border security and the wall are DESPERATELY NEEDED!,22340,18733,579,2841,43,15,129,5038,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545697414%3A04611686018427387904%3A09223372036854775683%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545697414%3A04611686018427387904%3A09223372036854775683%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-24,"We’re proving the Hollywood elite wrong every day as we continue to accomplish what matters most to the people – tax cuts, deregulation, job creation, judicial appointments, and so much more!",21244,17650,690,2754,51,11,88,4020,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545697414%3A04611686018427387904%3A09223372036854775683%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545697414%3A04611686018427387904%3A09223372036854775683%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-22,Today marks one year since we signed the historic Tax Cuts And Jobs Act into law!,57765,48125,1091,8162,100,57,230,6723,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545697414%3A04611686018427387904%3A09223372036854775683%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545697414%3A04611686018427387904%3A09223372036854775683%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-21,"Democrats, it is time to come together and put the SAFETY of the AMERICAN PEOPLE before POLITICS. Border security must become a #1 priority!",58688,49241,1011,8099,94,20,223,8889,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545430042%3A04611686018427387904%3A09223372036854775678%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545430042%3A04611686018427387904%3A09223372036854775678%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-21,"President Donald J. Trump’s schedule for Friday, December 21st: · Signing ceremony for S. 756, “First Step Act” and H.R. 6964, “Juvenile Justice Reform Act” · Signing ceremony for H.R. 7213, “The Countering Weapons of Mass Destruction Act”",13162,11134,262,1654,41,12,59,2343,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545430042%3A04611686018427387904%3A09223372036854775678%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545430042%3A04611686018427387904%3A09223372036854775678%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-22,"We are fighting for America every day, and this week, we delivered a major bipartisan victory for the American people with the passage of the HISTORIC First Step Act!",21580,18188,474,2760,49,12,97,3682,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545697414%3A04611686018427387904%3A09223372036854775683%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545697414%3A04611686018427387904%3A09223372036854775683%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-21,Thank you to our GREAT Republican Members of Congress for your VOTE to fund Border Security and the Wall. The final numbers were 217-185 and many have said that the enthusiasm was greater than they have ever seen before. So proud of you all. Now on to the Senate!,74466,61282,766,11.964,247,33,174,7344,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545430042%3A04611686018427387904%3A09223372036854775678%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545430042%3A04611686018427387904%3A09223372036854775678%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-21,It’s totally up to the Democrats as to whether or not we have a shutdown.,46702,39410,1602,4991,179,126,394,12.233,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545430042%3A04611686018427387904%3A09223372036854775678%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545430042%3A04611686018427387904%3A09223372036854775678%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-21,"So hard to believe that Lindsey Graham would be against saving soldier lives & billions of $$$. Why are we fighting for our enemy, Syria, by staying & killing ISIS for them, Russia, Iran & other locals? Time to focus on our Country & bring our youth back home where they belong!",75949,64975,457,9365,735,110,307,8885,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545430042%3A04611686018427387904%3A09223372036854775678%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545430042%3A04611686018427387904%3A09223372036854775678%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-20,Congress just passed the Criminal Justice Reform Bill known as the First Step Act. Congratulations! This is a great bipartisan achievement for everybody. When both parties work together we can keep our country safer. A wonderful thing for the U.S.A.!,26194,22449,298,3246,71,17,113,3229,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545359918%3A04611686018427387904%3A09223372036854775673%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545359918%3A04611686018427387904%3A09223372036854775673%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-20,Congress must overcome open borders OBSTRUCTION!,26758,22710,544,3367,44,11,82,5609,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545359918%3A04611686018427387904%3A09223372036854775673%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545359918%3A04611686018427387904%3A09223372036854775673%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-20,"President Donald J. Trump’s schedule for Thursday, December 20th: · Signing ceremony for H.R. 2, the “Agriculture Improvement Act of 2018”",10305,8745,266,1215,20,16,43,2815,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545359918%3A04611686018427387904%3A09223372036854775673%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545359918%3A04611686018427387904%3A09223372036854775673%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-20,We have defeated ISIS in Syria.,48151,38321,3152,5986,299,65,328,8925,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545359918%3A04611686018427387904%3A09223372036854775673%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545359918%3A04611686018427387904%3A09223372036854775673%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
Donald J. Trump,2018-12-20,"After historic victories against ISIS, it’s time to bring our great young people home!",40056,32183,926,6442,149,63,293,6676,https://mbasic.facebook.com/DonaldTrump?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545359918%3A04611686018427387904%3A09223372036854775673%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545359918%3A04611686018427387904%3A09223372036854775673%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQBhYVqeYFQ_iXaC&refid=17
