source,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,url
Donald J. Trump,2019-01-11,"In life, there are certain principles worth fighting for – principles that are more important than politics, party, or personal convenience... The safety and security and sovereignty of the United States is the most important principle of all.",49336,40270,810,8053,63,15,125,6491,/story.php?story_fbid=10162013523575725&id=153080620724&refid=17&_ft_=mf_story_key.10162013523575725%3Atop_level_post_id.10162013523575725%3Atl_objid.10162013523575725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162013523575725%3Apage_id.153080620724%3Aphoto_id.10162013523420725%3Astory_location.4%3Astory_attachment_style.photo%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162013523575725%2C%22publish_time%22%3A1547223240%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162013523575725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A1485508864476386370&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-10,This is about whether we fulfill our sacred duty to the American citizens we serve.,35594,29779,756,4883,44,20,112,4415,/story.php?story_fbid=10162012867870725&id=153080620724&refid=17&_ft_=mf_story_key.10162012867870725%3Atop_level_post_id.10162012867870725%3Atl_objid.10162012867870725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162012867870725%3Apage_id.153080620724%3Aphoto_id.10162012863935725%3Astory_location.4%3Astory_attachment_style.photo%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162012867870725%2C%22publish_time%22%3A1547149620%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162012867870725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A6200770160386048776&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-11,"""The American people want border security, not continued obstructionism. If the Democrats truly care about border security, they should immediately fund the border wall."" - Dan Bongino",53619,47191,952,5228,61,20,167,6715,/story.php?story_fbid=10162010332300725&id=153080620724&refid=17&_ft_=mf_story_key.10162010332300725%3Atop_level_post_id.10162010332300725%3Atl_objid.10162010332300725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162010332300725%3Apage_id.153080620724%3Astory_location.4%3Astory_attachment_style.share%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162010332300725%2C%22publish_time%22%3A1547164920%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A1%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162010332300725%2C%22share_id%22%3A0%7D%5D%7D%2C%22101043269988443%22%3A%7B%22page_id%22%3A101043269988443%2C%22role%22%3A16%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A6770188448731769768&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-10,79 percent of voters believe there is either a “crisis” or “problem” at our Southern Border!,40143,36133,811,2837,150,62,150,6235,/story.php?story_fbid=10162012191145725&id=153080620724&refid=17&_ft_=mf_story_key.10162012191145725%3Atop_level_post_id.10162012191145725%3Atl_objid.10162012191145725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162012191145725%3Apage_id.153080620724%3Astory_location.4%3Astory_attachment_style.share%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162012191145725%2C%22publish_time%22%3A1547128801%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A1%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162012191145725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A4750838784977776869&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-10,"President Donald J. Trump's schedule for Thursday, January 10th: · Travel to McAllen, TX  · Roundtable on immigration and border security  · Briefing on border security · Travel to Washington, D.C.",17252,14429,320,2414,34,9,46,2905,/story.php?story_fbid=10162010936285725&id=153080620724&refid=17&_ft_=mf_story_key.10162010936285725%3Atop_level_post_id.10162010936285725%3Atl_objid.10162010936285725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162010936285725%3Apage_id.153080620724%3Astory_location.4%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162010936285725%2C%22publish_time%22%3A1547118000%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162010936285725%2C%22share_id%22%3A0%7D%5D%7D%2C%221220332944702810%22%3A%7B%22page_id%22%3A1220332944702810%2C%22role%22%3A16%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A-1506686771677030757&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-09,"Just left a meeting with Chuck and Nancy, a total waste of time. I asked what is going to happen in 30 days if I quickly open things up, are you going to approve Border Security which includes a Wall or Steel Barrier? Nancy said, NO. I said bye-bye, nothing else works!",270775,214231,14.774,35.371,1730,1636,3033,60.398,/story.php?story_fbid=10162009328160725&id=153080620724&refid=17&_ft_=mf_story_key.10162009328160725%3Atop_level_post_id.10162009328160725%3Atl_objid.10162009328160725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162009328160725%3Apage_id.153080620724%3Astory_location.4%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162009328160725%2C%22publish_time%22%3A1547066576%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162009328160725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A6027625374134184768&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-09,"America First, always.",92633,73042,1271,18.073,101,26,120,7331,/story.php?story_fbid=10162008667860725&id=153080620724&refid=17&_ft_=mf_story_key.10162008667860725%3Atop_level_post_id.10162008667860725%3Atl_objid.10162008667860725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162008667860725%3Apage_id.153080620724%3Aphoto_id.10162008665895725%3Astory_location.4%3Astory_attachment_style.photo%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162008667860725%2C%22publish_time%22%3A1547056362%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162008667860725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A2442702116664485828&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-09,"President Donald J. Trump’s schedule for Wednesday, January 9th: · Signing ceremony for Anti-Human Trafficking Legislation · Senate Republican policy lunch · Meeting with Congressional Leadership",18603,15615,300,2598,41,9,40,3207,/story.php?story_fbid=10162007580470725&id=153080620724&refid=17&_ft_=mf_story_key.10162007580470725%3Atop_level_post_id.10162007580470725%3Atl_objid.10162007580470725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162007580470725%3Apage_id.153080620724%3Astory_location.4%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162007580470725%2C%22publish_time%22%3A1547035317%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162007580470725%2C%22share_id%22%3A0%7D%5D%7D%2C%221220332944702810%22%3A%7B%22page_id%22%3A1220332944702810%2C%22role%22%3A16%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A-3245729918288131555&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-08,"What’s more important to the Democrats? Stopping me from fulfilling another one of my promises, or working together to secure the border? Americans want border security!",85284,75712,1220,7954,91,72,235,10.410,/story.php?story_fbid=10162004985085725&id=153080620724&refid=17&_ft_=mf_story_key.10162004985085725%3Atop_level_post_id.10162004985085725%3Atl_objid.10162004985085725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162004985085725%3Apage_id.153080620724%3Astory_location.4%3Astory_attachment_style.share%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162004985085725%2C%22publish_time%22%3A1546990620%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A1%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162004985085725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A-2318581710356626380&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-08,We must PROTECT and DEFEND the United States. We have no choice.,119222,99923,1122,17.887,88,21,181,9040,/story.php?story_fbid=10162005076760725&id=153080620724&refid=17&_ft_=mf_story_key.10162005076760725%3Atop_level_post_id.10162005076760725%3Atl_objid.10162005076760725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162005076760725%3Apage_id.153080620724%3Aphoto_id.10162005074890725%3Astory_location.4%3Astory_attachment_style.photo%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162005076760725%2C%22publish_time%22%3A1546980830%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162005076760725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A43360763015885435&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-08,"We created more than a quarter-million jobs last month. Employers are showing great confidence in our economy despite all the negativity coming from anti-Trump economic “experts!""",20560,17858,479,2105,51,10,57,2259,/story.php?story_fbid=10162000304070725&id=153080620724&refid=17&_ft_=mf_story_key.10162000304070725%3Atop_level_post_id.10162000304070725%3Atl_objid.10162000304070725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162000304070725%3Apage_id.153080620724%3Astory_location.4%3Astory_attachment_style.share%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162000304070725%2C%22publish_time%22%3A1546959387%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A1%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162000304070725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A-8749737888757357264&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-07,"We are now planning a steel barrier rather than concrete. Stronger, less obtrusive, and made in the U.S.A.",76347,62627,1886,11.439,174,36,185,9746,/story.php?story_fbid=10162000309830725&id=153080620724&refid=17&_ft_=mf_story_key.10162000309830725%3Atop_level_post_id.10162000309830725%3Atl_objid.10162000309830725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162000309830725%3Apage_id.153080620724%3Aphoto_id.10162000305560725%3Astory_location.4%3Astory_attachment_style.photo%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162000309830725%2C%22publish_time%22%3A1546883957%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162000309830725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A-792759156989723612&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-07,The Fake News Media is the Enemy of the People!,65909,56899,1431,6990,113,121,355,9326,/story.php?story_fbid=10162001293050725&id=153080620724&refid=17&_ft_=mf_story_key.10162001293050725%3Atop_level_post_id.10162001293050725%3Atl_objid.10162001293050725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10162001293050725%3Apage_id.153080620724%3Aphoto_id.10162001279135725%3Astory_location.4%3Astory_attachment_style.photo%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10162001293050725%2C%22publish_time%22%3A1546901595%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10162001293050725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A1060960732018124609&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-06,- Record number of employed Americans  - Average hourly earnings up 3.2% - Participation rate up to 63.1% - 'Trump-Era High' And we will do even better with new trade deals and all else!,55050,46863,711,7197,185,13,81,4898,/story.php?story_fbid=10161996138495725&id=153080620724&refid=17&_ft_=mf_story_key.10161996138495725%3Atop_level_post_id.10161996138495725%3Atl_objid.10161996138495725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10161996138495725%3Apage_id.153080620724%3Astory_location.4%3Astory_attachment_style.share%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10161996138495725%2C%22publish_time%22%3A1546801320%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A1%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10161996138495725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A8605303001555466292&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-04,We ended 2018 STRONG - best year for job creation since 2015!,62674,51998,1114,9155,291,14,102,5502,/story.php?story_fbid=10161988383850725&id=153080620724&refid=17&_ft_=mf_story_key.10161988383850725%3Atop_level_post_id.10161988383850725%3Atl_objid.10161988383850725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10161988383850725%3Apage_id.153080620724%3Aphoto_id.10161988383000725%3Astory_location.4%3Astory_attachment_style.photo%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10161988383850725%2C%22publish_time%22%3A1546639108%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10161988383850725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A1938998340405610820&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-04,JOBS JOBS JOBS!,57806,48158,808,8427,314,18,81,4906,/story.php?story_fbid=10161987946495725&id=153080620724&refid=17&_ft_=mf_story_key.10161987946495725%3Atop_level_post_id.10161987946495725%3Atl_objid.10161987946495725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10161987946495725%3Apage_id.153080620724%3Aphoto_id.10161987944550725%3Astory_location.4%3Astory_attachment_style.photo%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10161987946495725%2C%22publish_time%22%3A1546632094%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10161987946495725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A7867837607268104009&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-06,,315949,237675,24.695,51.360,1127,195,897,31.845,/story.php?story_fbid=10161996092010725&id=153080620724&refid=17&_ft_=mf_story_key.10161996092010725%3Atop_level_post_id.10161996092010725%3Atl_objid.10161996092010725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10161996092010725%3Apage_id.153080620724%3Aphoto_id.10161996082610725%3Astory_location.4%3Astory_attachment_style.photo%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10161996092010725%2C%22publish_time%22%3A1546796426%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10161996092010725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A4439723263813538785&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-03,This isn't just a border... This is EVERYTHING.,96434,81176,1753,13.109,136,44,216,10.126,/story.php?story_fbid=10161984301930725&id=153080620724&refid=17&_ft_=mf_story_key.10161984301930725%3Atop_level_post_id.10161984301930725%3Atl_objid.10161984301930725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10161984301930725%3Apage_id.153080620724%3Aphoto_id.10161984298465725%3Astory_location.4%3Astory_attachment_style.photo%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10161984301930725%2C%22publish_time%22%3A1546552800%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10161984301930725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A-4062257899284258109&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-03,"Here we go with Mitt Romney, but so fast! Question will be, is he a Flake?  I hope not. Would much prefer that Mitt focus on Border Security and so many other things where he can be helpful. I won big, and he didn’t. He should be happy for all Republicans. Be a TEAM player & WIN!",55140,47915,1912,4862,151,89,211,7481,/story.php?story_fbid=10161981508160725&id=153080620724&refid=17&_ft_=mf_story_key.10161981508160725%3Atop_level_post_id.10161981508160725%3Atl_objid.10161981508160725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10161981508160725%3Apage_id.153080620724%3Astory_location.4%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10161981508160725%2C%22publish_time%22%3A1546489549%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10161981508160725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A743817350830938377&__tn__=%2AW-R#footer_action_list
Donald J. Trump,2019-01-02,"""MAGA list: 205 ‘historic results’ help Trump make case for 2020 re-election"" True!",47621,40580,1012,5853,77,12,87,3145,/story.php?story_fbid=10161978911730725&id=153080620724&refid=17&_ft_=mf_story_key.10161978911730725%3Atop_level_post_id.10161978911730725%3Atl_objid.10161978911730725%3Acontent_owner_id_new.153080620724%3Athrowback_story_fbid.10161978911730725%3Apage_id.153080620724%3Astory_location.4%3Astory_attachment_style.share%3Apage_insights.%7B%22153080620724%22%3A%7B%22role%22%3A1%2C%22page_id%22%3A153080620724%2C%22post_context%22%3A%7B%22story_fbid%22%3A10161978911730725%2C%22publish_time%22%3A1546441002%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22object_fbtype%22%3A266%7D%2C%22actor_id%22%3A153080620724%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22sl%22%3A4%2C%22dm%22%3A%7B%22isShare%22%3A1%2C%22originalPostOwnerID%22%3A0%7D%2C%22targets%22%3A%5B%7B%22page_id%22%3A153080620724%2C%22actor_id%22%3A153080620724%2C%22role%22%3A1%2C%22post_id%22%3A10161978911730725%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.153080620724%3A306061129499414%3A2%3A0%3A1549007999%3A-6898472076132951153&__tn__=%2AW-R#footer_action_list
